Y,DCP,VP,FP,COP,GOP,CFP,USP
0.0,0.02,-2.74093722369584,2.04,-1.52716593245228,2.77,1.58730158730159,-0.02
0.0,0.71,1.18181818181818,1.17,-1.8,-0.199600798403194,2.16346153846154,0.94
1.0,0.479865976963878,-2.43,1.74,0.62,-1.43333333333333,0.9,-0.62
0.0,-0.0029059472025717,0.74,1.82,2.26,-1.29,0.815850815850816,-2.36
1.0,0.29,2.37659963436929,-4.14,0.87,-0.17,0.809248554913295,-1.16
1.0,-0.73,0.267857142857143,-0.12,-0.63,2.16,-0.688073394495413,1.17
1.0,-0.02,6.06,-2.81,-2.0,0.27,0.0,5.34716679968077
1.0,-0.58,2.85,-1.2,-2.82,-2.38,-0.5,-3.31439393939394
0.0,-0.38,-2.2,0.12,1.07,4.15,2.08816705336427,0.72
1.0,0.24,21.54,-3.89294403892944,-0.4,-1.15321252059308,1.93181818181818,-2.74
0.0,-1.96,-4.33,5.31645569620253,-3.1,-0.5,-1.00334448160535,3.17936412717457
0.0,0.2,-4.45,0.961538461538462,-0.86,0.03,-2.7027027027027,8.02325581395349
1.0,0.22,-3.31,2.61904761904762,0.11,0.33,2.77777777777778,-1.42
0.0,-0.02,-3.5,0.58,-1.25,-0.03,0.112612612612613,2.4
0.0,0.93,-3.62,-0.23,-0.97,0.0,-1.12,4.37
1.0,0.9,3.51,0.35,-2.73,1.2,-0.23,-0.15
1.0,-0.07,4.52,-1.15,-3.13916400872923,3.79,-0.68,1.89
0.0,-0.32,-4.56,0.93,1.31715771230503,-1.53,1.49253731343284,-0.72
1.0,0.82,7.04,-3.35,2.43,-1.84,0.79185520361991,-3.32
1.0,-0.93,-1.44,-3.11,2.0374081496326,-0.33,1.12,7.36
1.0,-0.49,4.22,-0.25,-0.147299509001637,-4.32200593863411,0.0,-4.63
0.0,-0.45,-5.59,1.73,-0.77,-0.896551724137931,-1.88679245283019,-2.75885558583106
0.0,1.01,2.26,1.58,3.91,0.28,0.678733031674208,-3.73029772329247
0.0,0.23,-1.91,-1.08,-3.03608329359402,-1.01,1.3,2.36
1.0,0.33,3.73,-0.846432889963724,0.672131147540984,-1.61,0.4,-3.54
0.0,-0.24,-8.24,1.2,0.91,2.14,-0.4,3.13
0.0,1.25,0.49,0.963855421686747,2.24,-2.23,-0.9,-1.96
0.0,0.28,-6.74,0.12,0.49,1.78,1.56599552572707,0.84
1.0,0.56,4.62,0.72,-1.98,0.42,-0.66079295154185,-0.433682688832671
1.0,-0.05,3.33,-0.71,-1.33,0.174520069808028,-1.6629711751663,0.417422867513612
0.0,-0.42,-4.27,-1.07270560190703,-2.53,0.836236933797909,-0.56369785794814,0.83
1.0,0.62,-0.08,-1.56626506024096,0.75,-5.39,-0.680272108843537,3.67
1.0,-0.61,-3.45,-0.856793145654835,-0.84,2.41,1.14155251141553,-0.16
0.0,-0.07,1.13,-0.246913580246914,3.02,-2.43,0.338600451467269,-3.19
1.0,0.32,6.47,-1.36,2.15314877772381,0.04,-1.12,-2.52191021284207
0.0,-0.94,-6.48,-0.25,-1.47385103011094,0.51,5.01,4.07339449541284
1.0,0.55,1.56,-3.65,2.27,2.44,-1.08,1.55148095909732
1.0,-0.25,2.05,-1.17,-1.27,-0.43,-1.86199342825849,0.659722222222222
1.0,-0.04,6.52,1.59,-3.74,-1.99572344975053,-1.78571428571429,-2.02
0.0,-0.57,-0.63,-0.52,0.25,-1.81818181818182,-1.02272727272727,-3.01003344481605
0.0,0.2,-2.69,-1.31,1.98,-1.96296296296296,2.41102181400689,0.9
1.0,0.23,2.92,2.65,3.46,-3.1,-0.7847533632287,-0.989208633093525
0.0,-0.3,-6.55,1.16,0.55,1.87,-0.9,3.85
0.0,0.95,-4.05,0.26,-0.16,0.650593187906621,-0.46,-3.03
0.0,0.0,-5.54,-1.65,2.98,0.722433460076046,1.26002290950745,4.04
0.0,0.68,5.68,1.55,0.58,0.6,0.452488687782805,0.85
0.0,0.52,5.55,1.02,1.05,-0.187617260787992,0.788288288288288,-0.7
0.0,0.39,1.17,-1.51,-0.77,0.112781954887218,1.34,2.03
1.0,0.23,-2.72,1.54,0.17,-0.23,3.19735391400221,-0.87
1.0,-0.05,-1.44,1.51,-0.76,-1.47,0.427350427350427,-1.81
0.0,-0.35,-3.53,1.24,1.27,-1.18,-0.638297872340426,4.36
1.0,0.73,-0.36,-0.86,1.3,-0.39,1.07066381156317,1.45
0.0,-0.42,0.18,0.12,-0.81,1.63,1.69491525423729,1.33
1.0,0.09,2.41,-0.37,2.0,1.34,0.833333333333333,0.24
1.0,-0.26,1.05,0.87,0.35,-1.96,-0.826446280991736,-0.57
0.0,-0.85,-5.44,1.6,-0.52,2.61337432744043,0.729166666666667,3.06
1.0,0.548296926632564,5.66,-1.21,1.02,3.44569288389513,-2.79214064115822,-1.91
1.0,-0.6,0.0,-4.78,1.55799192152337,0.43,1.06382978723404,0.29
0.0,-0.051655949850682,-3.72,-1.16,1.34943181818182,0.61,-0.631578947368421,0.39
0.0,0.53,-0.09,-1.43,1.15,3.33,1.27118644067797,0.14
1.0,0.32,2.88,1.06,-0.3,2.95,-0.836820083682008,3.6468330134357
1.0,-0.205079384850817,7.07,-0.65359477124183,4.48,-1.38,-1.05485232067511,-1.9
0.0,-0.859983060669549,-0.57,-1.05263157894737,-2.45,0.38,0.746268656716418,-0.5
1.0,0.19,6.6447908121411,-4.65,-0.61,-2.62,-1.9,-1.83254344391785
0.0,-0.46,-1.84615384615385,1.53,-1.3,1.08,-0.43,0.43
0.0,0.36,-2.98,0.96,-1.33,-0.35,-0.43,1.04
1.0,0.07,1.62,-0.27,1.28,4.47,0.326441784548422,2.65
0.0,-0.57,-9.37996820349762,1.91,2.53199777406789,1.06,2.7114967462039,4.76
0.0,1.76,-0.701754385964912,1.74029451137885,1.23473541383989,2.2,-0.63,1.7549034065772
0.0,0.09,2.83,4.60526315789474,-3.12,-5.24,-0.85,-4.08695652173913
0.0,0.57,-0.43,-7.92,-3.24,2.31,-0.86,1.47
1.0,0.04,1.38,-4.92,0.36,-0.93,-0.22,1.98
1.0,-0.1,0.0,0.29,-0.6,1.17,-1.40845070422535,-3.03738317757009
0.0,-0.47,0.09,3.87,1.32,1.09,-0.10989010989011,3.84036144578313
0.0,0.63,0.68,-0.689655172413793,2.04,-3.21,1.21012101210121,-4.02
1.0,0.25,-2.11,-3.47222222222222,1.65,3.04,3.3695652173913,3.50559081293442
1.0,-0.14,8.2,-0.58,-1.75,1.70603674540682,-0.525762355415352,4.74452554744526
0.0,-0.21,-4.39,0.0,-3.65,0.612903225806452,8.56236786469345,2.54
1.0,0.64,0.0,-1.88,0.17,-0.51,-0.0973709834469328,1.22
0.0,-0.14,-1.08,0.74,-1.19372932547102,6.61,0.87719298245614,0.63
0.0,0.34,-2.02,1.46,1.09170305676856,3.42,1.06280193236715,0.213504136642647
0.0,1.21,3.27022375215146,0.58,-1.32,-0.7,-1.5,-0.412782956058589
0.0,0.06,-0.0833333333333333,2.87,1.02,2.65,-3.68932038834951,-0.07
0.0,0.48,-1.75,-1.53,3.65,1.03,2.31854838709677,2.48862724110249
1.0,0.02,6.03,0.85,-2.65,-2.16,-1.08374384236453,-3.7597911227154
1.0,-1.22,13.61,-0.14,2.09,-2.52393385552654,-1.39442231075697,-4.6
0.0,-1.04,-4.37,0.28,0.07,-4.04761904761905,2.32323232323232,-1.52
1.0,0.42,19.82,-3.09,0.92,-4.09,-0.296150049358342,-7.23
1.0,-1.95,4.49,-0.144717800289436,-1.03,-1.23,-0.99009900990099,-0.87
0.0,-0.69,1.12,1.88405797101449,-1.33,0.07,-0.6,0.486732611084943
1.0,0.14,3.14,-1.84921763869132,2.83,0.69,1.50905432595573,-4.96875
1.0,-0.17,3.05,-0.72463768115942,0.37328909166321,1.17,1.19,-0.46
0.0,-0.24,-4.93,1.17,-0.1,-3.44,-1.46914789422135,-0.12
0.0,0.17,-10.7142857142857,3.17,-2.31724137931034,2.89,-2.4,7.49131800893005
0.0,0.84,-8.0,2.24,-0.66,-0.19,1.2,3.8
1.0,0.6,30.86,-4.51,1.82,-0.62,-1.6,-4.48
0.0,-1.63,-11.9,2.58,-1.77,-0.23,0.8,2.99
0.0,0.67,-11.68,0.98,-2.56,0.07,-1.3184584178499,3.04308526664658
1.0,0.82,-1.38,-1.79806362378976,0.85,0.2,-1.03,1.62280701754386
1.0,-0.11,16.27,-2.11267605633803,0.520682672837721,-1.99,-1.55763239875389,-6.46
1.0,-1.77,4.14,-0.719424460431655,0.546762589928058,-2.09,-1.26582278481013,-1.71
1.0,-0.42,2.65282583621684,-1.59420289855072,-1.29,-2.20713073005093,-1.81623931623932,-5.16
0.0,-0.64751039343255,3.08988764044944,-1.91,-0.06,-2.1875,-0.87,0.63
1.0,0.0724551500791335,-1.25,1.5,2.02,-0.28,0.768386388583974,-0.54
1.0,-0.43,15.67,0.15,0.73,-1.67,1.19825708061002,-4.63
1.0,-0.91,13.6,-1.33,0.04,-2.64,-1.18406889128095,-1.49
0.0,-0.8,-9.87,-1.05,1.31226188796388,1.15284492376348,-2.50544662309368,4.39
0.0,1.03,-25.9086672879776,2.57,0.167130919220056,3.08823529411765,-1.00558659217877,7.58110606824676
1.0,1.83,8.49056603773585,-1.33,0.38,-1.14,0.564334085778781,-1.65625
1.0,-0.01,3.36,0.75,1.84,-1.8,1.12,-2.76453765490944
0.0,-0.66,-6.39,-5.04451038575668,0.63,1.54,1.88679245283019,-0.571895424836601
0.0,0.3,-4.79,1.875,1.64,2.0260492040521,4.8,5.21
0.0,0.13,-1.7,0.46,-0.07,0.602836879432624,-0.623700623700624,3.17
1.0,0.51,4.99359795134443,-0.15,-1.4,-1.97,0.627615062761506,-0.14
0.0,-1.09,-3.71951219512195,-2.75,-0.65,-0.0359582883854729,1.03950103950104,2.55
0.0,0.45,-17.48,0.628930817610063,0.75,5.32374100719424,2.88065843621399,3.27
1.0,1.97966749168,0.38,8.28125,1.07,1.09289617486339,1.4,0.39
0.0,-0.362619294420417,-0.23,-3.17,2.33488992661775,3.0,1.28205128205128,0.114090131203651
1.0,0.7,8.43,-1.49,0.430247718383312,-1.57377049180328,-3.21324245374878,-1.93732193732194
0.0,-0.68,-3.53,-0.3,-2.24587822926133,0.5,3.01810865191147,-0.16
1.0,0.658905900561523,2.34,2.12,-2.33731739707835,-0.2,-1.953125,-0.7
0.0,-1.19934433823595,0.36,2.5260029717682,-1.2,-0.13,-3.28685258964143,0.69
0.0,0.12,-6.28,-1.4,0.58,1.6,0.21,1.18
1.0,0.28,10.27,1.17647058823529,1.85,-0.95,-1.64,-0.45
1.0,-1.09,22.77,-4.65,0.83,-3.04,-1.67,-5.37416931522681
1.0,-1.52,1.46,-2.74,-1.73,3.41,2.23166843783209,1.14503816793893
0.0,-0.99,3.27,0.47,0.26,-2.87,-0.311850311850312,-4.08
0.0,0.07,-4.83,0.47,0.81,-1.43,-1.77267987486966,1.13
0.0,0.48,-12.34,-1.71,-1.74,2.89,1.06157112526539,2.57
1.0,1.96,4.24,-2.21,1.58383397050792,-3.95,0.0,-4.72
1.0,-0.756668985471447,7.34114743985194,1.45,0.685483870967742,-1.5,-0.315126050420168,-6.5435440216526
0.0,-0.546481090033949,-13.9080459770115,1.27,1.2,0.85,1.48,1.97614991482112
0.0,1.68,-0.87,3.62,-0.46,3.02,1.34994807892004,4.26
1.0,0.48,-1.55,2.43,-0.93,2.04,0.0,0.11
1.0,-0.01,2.19,1.19,2.97,-1.26751167444963,-2.1516393442623,-1.34
0.0,-0.02,-4.08,0.88,-0.87,3.14189189189189,-1.57068062827225,0.92
1.0,1.07446288116767,4.33,-3.19,0.05,0.884376023583361,0.212765957446809,1.38
1.0,-0.303216663547154,0.67,-1.35,-3.07793058284217,2.11038961038961,1.3,-2.01363564293642
0.0,-0.54,-4.72,5.78,0.472972972972973,2.38473767885533,-5.9748427672956,-0.145631067961165
0.0,0.67,0.84,-1.44,-1.1,-1.14906832298137,-2.78706800445931,-2.04
1.0,0.38,-0.83,3.94,-0.65,0.03,-0.573394495412844,-2.15
1.0,-0.02,6.21,0.56,-1.59,1.04,2.19146482122261,0.96
1.0,-0.19,0.0,2.79,-2.55,-0.19,-1.69300225733634,-3.42
1.0,-0.41,-0.196979645436638,-0.54,1.54,2.12,-0.34443168771527,-0.24
0.0,-0.87,-4.86842105263158,0.82,1.84,-2.71424214699604,0.921658986175115,2.92
1.0,0.44,-1.10650069156293,-0.27,0.25,-2.2884012539185,-0.228310502283105,-4.69
0.0,-0.33,-0.27972027972028,6.24,-1.2,-2.12,0.11441647597254,1.2
0.0,0.09,-5.89,1.15,0.84,1.67,2.17142857142857,4.06
0.0,1.19,-7.53,4.29,0.21,1.45,0.0,3.94
0.0,0.86,-1.37,-1.09,-2.62,-1.65,0.223713646532438,-1.99
0.0,0.07,-4.9,-2.08078335373317,-1.27,2.29,-0.669642857142857,-0.46
1.0,0.41,4.98,-6.625,0.46,4.23246999368288,-0.224719101123596,-0.05
1.0,-0.32,-0.25,-0.67,0.33,1.24242424242424,2.25225225225225,1.18
1.0,-0.05,1.72272354388843,4.58,-1.52,0.21,1.10132158590308,-1.87
1.0,-0.369846488133871,-0.725806451612903,3.09278350515464,-0.852724382136147,-1.11,-0.544662309368192,-0.22
0.0,-0.122589153736535,-1.06,0.625,-1.6,-1.63,-0.985761226725082,-1.97721179624665
0.0,0.6,0.82,2.61,-0.266666666666667,1.01320233343568,-0.774336283185841,0.0854700854700855
0.0,0.16,-0.49,0.12,-1.59,-0.334346504559271,2.78706800445931,-1.84
1.0,0.11,0.74,1.21,-0.97,2.1,-2.2,1.22
0.0,-0.02,-2.84,-1.19,-2.82,-0.15,-0.665188470066519,2.39
0.0,0.73,5.6,1.45,0.33,1.82,-0.78125,4.84
1.0,0.04,8.79,1.91,-1.17,-1.44,0.78740157480315,-2.82
1.0,-0.54999093229915,1.02,0.35,0.17,-3.31,5.35714285714286,-0.33
0.0,-0.655433010117305,-5.19,2.21,0.742144323385441,-3.3,2.64830508474576,-0.73
0.0,0.54,-1.29,-0.68,-3.35423197492163,-5.71,0.928792569659443,-5.0
0.0,0.04,-8.24,4.02,-1.95,-0.91,0.4,2.4
0.0,0.89,-6.21,1.43,1.87,1.3,1.12016293279022,2.12
1.0,0.39,3.31,-1.09,-1.69,-4.14,2.51762336354481,-2.59849119865884
0.0,-0.14,1.82,-11.77,1.49,2.18,-0.68762278978389,0.5
1.0,0.29,0.17,-2.49,-0.72,3.1636863823934,0.692383778437191,2.4486301369863
1.0,-0.0499101703433249,1.7,-2.05,3.2,-4.13333333333333,-0.4,-2.31
0.0,-0.121938554738209,-4.92,1.17,-0.32,-1.43,0.0986193293885602,0.51
1.0,0.63,7.55,0.13,0.24,2.5,3.05418719211823,-2.72
1.0,-0.69,2.78,3.09278350515464,-2.99,0.79,0.669216061185468,-2.43
0.0,-0.217892125623091,-3.73,1.875,-3.85,-0.648685558210994,-0.57,-1.38
0.0,0.588368192838088,-4.87,3.19,1.24,3.95189003436426,-0.0955109837631328,4.69
0.0,0.81,0.43,-4.87514863258026,1.04,2.51,2.96367112810707,1.06
0.0,0.17,1.21,2.0,-0.45,-0.58,0.19,-1.8563080096253
1.0,0.25,2.22,-0.86,0.33,-0.36,0.092678405931418,1.01576182136602
1.0,-0.34,4.92,0.49,-2.4,0.52,1.94444444444444,-0.64
0.0,-0.07,-2.63,1.23,-1.59,-7.55,0.0,-3.93
0.0,0.49,-3.1,4.01,0.47,1.02,1.54405086285195,1.62
0.0,1.05,1.01,-2.69,1.23,1.66,6.70840787119857,8.36
1.0,0.14,-3.51,-0.24,2.34,-0.55,3.69,-0.15
0.0,-0.14,1.04,-1.44,-1.69,0.38,2.1,4.71
0.0,0.06,-1.37,0.0,-2.17,-0.17,-0.63,1.51
1.0,0.08,0.87,0.98,1.47441457068517,-2.77,0.0796812749003984,-0.47
0.0,-0.13,-4.56,-0.48,-2.87179487179487,2.5,-0.796178343949045,0.97
0.0,0.806352950904183,-3.07,-0.73,3.5,2.3,-1.4446227929374,1.19
0.0,0.107217288683178,3.16,-1.1,0.92,1.41,2.93159609120521,3.82
1.0,0.167969426052902,5.77,-0.62,3.45408593091828,-0.364117841774247,2.61075949367089,-1.5
0.0,-0.255245981002621,-3.32,0.25,-1.69381107491857,-1.0,-0.77,-0.57
0.0,0.36,-3.88007054673721,-0.25,0.65,2.91946308724832,1.47630147630148,1.52
1.0,0.16,-2.47706422018349,-0.25,-3.93,-2.12,0.229709035222052,-2.03
0.0,-0.08,4.23,-1.37328339575531,0.63,1.1,-2.14,0.6
0.0,0.95,-2.71,5.1,-0.03,-0.59,0.078064012490242,5.42
0.0,0.09,-1.11,2.28915662650602,-1.41,1.66,4.60218408736349,-1.51
0.0,0.06,-0.94,-0.12,2.18,-0.65,1.34,-1.0
1.0,0.24,2.27272727272727,-2.24,1.49,-1.84,-0.29,0.44
1.0,-0.6,3.7,-0.48,-1.82,1.1,0.74,0.39
1.0,-0.0310994139083858,-0.9,0.36,1.53,2.51322751322751,2.78,-2.04318214751485
1.0,-0.0477392131717205,3.69369369369369,2.9,2.22,-0.032258064516129,-0.498930862437634,-1.6
1.0,-0.41,-0.78,0.47,-2.57,-0.39,-2.00573065902579,-0.9
1.0,-0.1,-2.28,-2.1,-1.69,0.0,-0.511695906432749,-0.2
0.0,-0.27,0.0,3.34,-0.51,-2.85,0.367376928728876,2.90273556231003
0.0,1.0,-0.63,0.81,0.82,0.57,3.66032210834553,-0.93
0.0,0.42,-3.07,-1.15,-4.25,-2.45,-1.27118644067797,-0.34
1.0,0.16,2.42,-0.81,-0.8,2.11,-1.1,1.32
0.0,-0.601484493953126,-2.0,0.23,5.3574628202831,-2.06,3.2561505065123,-1.77
0.0,0.0423851346327035,0.65,3.38,2.32993197278912,0.17,0.0700770847932726,0.57
0.0,0.19,-3.31491712707182,-0.789177001127396,-1.55,-0.95,0.140056022408964,0.22
0.0,0.71,-4.28571428571429,1.02272727272727,1.82,-2.5,2.5,5.23
1.0,1.02,-0.8,-2.47,1.11,-0.42,-0.5,3.09
0.0,-0.21,-0.702106318956871,-1.27,2.41,2.65,-0.891632373113855,2.03
0.0,0.04,2.42424242424242,0.58,1.07,-0.14,0.484429065743945,1.59
1.0,0.04,5.82,-1.05,0.48,2.41,2.20385674931129,-0.19
1.0,-0.38,14.6318732525629,-4.23,-1.56,0.0,-3.09973045822102,-4.17
0.0,-1.29,-5.52845528455285,-0.12,-0.02,1.38,-0.417246175243394,-0.98
0.0,0.12,-6.8,0.25,-0.38,0.33,-1.81564245810056,3.6
1.0,0.74,0.74,-0.49,0.48,3.9,-0.640113798008535,1.08
1.0,-0.04,6.87,-1.11,-0.74,-0.763358778625954,1.15,-2.39336809733922
0.0,-0.23,-3.69,-1.87,-1.31,1.0,-1.20311394196745,4.78082191780822
0.0,0.74,0.36,-2.66,-0.33,-1.74603174603175,1.86246418338109,-1.91
1.0,0.388721776967319,0.53,-4.17,0.57,-1.74,-1.19549929676512,0.68
1.0,-0.181241688021019,11.83,-2.72,1.86,1.12,0.213523131672598,2.32
0.0,-0.25,-4.74,0.98,1.47,-2.08,4.11931818181818,1.89
0.0,0.24,-11.27,0.14,-1.92,1.13,-1.22783083219645,-1.94
1.0,0.17,-0.56,-2.07,1.51,-1.25,0.552486187845304,-5.13
0.0,-0.1,-4.41,-2.96,0.9,0.37,1.64835164835165,1.94
0.0,0.0155900087531403,-2.06,3.34,-1.66,2.19,0.743243243243243,-1.39
0.0,0.805845341993099,0.8,-0.42,-0.4,-1.26,1.34,1.9
0.0,0.23,2.48756218905473,1.41,-2.09902259253325,0.85,1.78689609530113,-2.12
1.0,0.21,-0.388349514563107,2.09,-1.24386252045827,-1.56,-0.3,0.04
1.0,-0.06,2.63,-0.27,0.31,-0.73,0.5,-1.69
1.0,-0.34,7.88,1.5,0.86,-0.366544485171609,0.5,-0.93
0.0,-0.63,-3.26,1.07816711590296,-4.47,3.57859531772575,-4.45161290322581,3.24
1.0,1.28,5.19,0.133333333333333,-4.68,-0.871811430416532,-2.63335584064821,-1.02
0.0,-0.31,4.15,0.0,1.3,-2.83387622149837,-0.416088765603329,-2.5
0.0,0.09,-4.4,2.52996005326232,-0.39,-0.67,0.626740947075209,-0.94
1.0,0.05,5.47,-1.03896103896104,-0.8,-0.438744515693554,-2.00692041522491,-1.3
0.0,-0.66,-1.15321252059308,1.44,-2.91,-0.474576271186441,-0.423728813559322,1.35
1.0,0.21,-0.75,0.78,-3.96,0.1,2.69503546099291,-0.651004811774696
0.0,-0.0554594562397523,-3.69,-0.77,2.14,-1.4,3.38397790055249,0.911680911680912
0.0,0.205853454246734,-11.51,2.07,-3.36,0.93,7.68203072812291,3.46
0.0,0.92,5.81,0.63,2.01,-0.82,-0.124069478908189,-1.38
1.0,0.21,-1.4,1.26,-3.37,-0.45,0.683229813664596,-0.42
1.0,-0.04,2.46,1.74,2.99,-1.7,0.12,-2.72
1.0,-0.07,-4.14746543778802,1.46699266503667,-1.65,0.77,-1.66358595194085,3.16
1.0,-0.02,3.55769230769231,1.32530120481928,7.65,-0.91,1.44110275689223,-0.24
0.0,-0.7,-3.99,-1.30796670630202,0.6,3.49,-1.85,4.23
0.0,0.45394945644682,-4.35,-1.2,-2.06,1.12,0.38,2.85
1.0,0.701862164706633,13.45,0.24390243902439,2.19,-0.94,0.815047021943574,0.711974110032362
1.0,-0.94,-0.8,2.43,-2.54,-0.95,-1.49253731343284,0.231362467866324
0.0,-0.12,2.88,-0.59,5.48,-0.31,0.0,-1.41
0.0,0.03,-4.28,-2.0310633213859,2.05,1.38,1.64141414141414,4.41
0.0,0.26,-4.93,-0.853658536585366,-1.44478844169247,0.68,-1.5,4.01
0.0,0.79,-1.06,1.97,3.00174520069808,2.26,-0.5,0.96
1.0,0.41,-2.23,-0.72,-0.47,-1.02,0.82382762991128,1.73
0.0,-0.16,4.66,1.22,0.24,1.3,-0.38,0.58
0.0,0.07,0.95,2.52,-1.99,0.33,-1.198738170347,0.985507246376812
0.0,0.04,-3.1,0.23,3.47,-0.53,0.319284802043423,-0.183696900114811
1.0,0.0,1.16,-0.12,0.3,1.58,1.15,0.79
1.0,-0.23,6.32183908045977,2.11,-3.47,0.16,1.44745122718691,-4.35
1.0,-0.45,4.59459459459459,-0.92,2.16,-1.72,0.0620347394540943,2.14
0.0,-0.22,-10.94,-2.31,-1.79478496444294,2.34,0.5,2.22
0.0,0.81,-1.06,0.71,-0.0172413793103448,1.13,-0.12,0.445663352759685
0.0,0.69,-0.1,1.05757931844888,2.41,0.45,0.25,2.49146757679181
0.0,0.18,-1.96,-0.813953488372093,-2.22,-0.7,2.03327171903882,0.62
0.0,0.02,2.2,1.41,3.44,-1.12,-0.181159420289855,0.275785990071704
1.0,0.15,-0.390625,-2.08,1.46,3.78,2.84331518451301,3.24532453245325
1.0,-0.38,-0.196078431372549,-1.42,0.31,-2.02,0.705882352941176,-0.64
1.0,-0.41,3.93,-0.598802395209581,0.41,-1.27,-0.642523364485981,-0.17
1.0,-0.3,5.39,-0.481927710843373,0.11,1.13,-4.59,0.870125684821141
1.0,-0.12,64.22,-5.81,0.54,-4.46,0.86,-7.87007454739084
0.0,-3.29,-15.78,1.67,0.339860818902735,-0.47,-0.86,2.51
1.0,0.43,2.59,-1.77,-0.580645161290323,-2.01,0.62,-1.07
1.0,-0.28,17.64,-2.32,-2.55,-2.73,-1.40845070422535,-1.96
1.0,-0.982807409308553,5.48,-0.13,1.03,-2.11,2.36024844720497,-1.22
0.0,-0.525750984390091,-18.7,0.79,1.86,1.72,-0.66747572815534,3.19
1.0,1.3,-4.51,-0.26,-0.29,-0.56,0.427611484422724,0.0342192312079389
0.0,-0.12,-6.23,4.07,-2.58,-0.74,-0.97323600973236,3.20410490307868
0.0,0.55977264618678,-1.4,0.0,-1.9,-0.07,-2.45700245700246,0.81
0.0,0.127398925020594,-0.71,-1.39,-1.66,1.75,-1.13350125944584,-0.42
1.0,0.34,29.59,-2.3,0.4,-3.62,-0.89171974522293,-4.09
0.0,-1.97,-4.74,-1.7,-1.05,0.69,2.12082262210797,2.47
0.0,0.475655765669976,-4.86,1.07,-0.76,1.7,-1.26,0.683167207974017
1.0,0.216592216526283,2.19,-0.53,-0.91,-0.04,0.25,-0.734149054505006
0.0,-0.41,-13.1,3.58,0.25,1.39,0.445009535918627,1.27
0.0,0.96,-9.05,0.77,5.08,0.74,2.21518987341772,2.9
0.0,0.506536388746435,-8.14,1.65,3.49,1.99,0.557275541795666,3.0218303043338
0.0,1.29735272336651,6.07,0.87,0.96,-0.51,-0.862068965517241,-1.0
0.0,0.11,0.15,-2.35,1.01,-0.07,-4.34782608695652,1.59282700421941
1.0,0.16,1.62,-0.25,0.03,-0.07,0.779220779220779,1.56
1.0,-0.1,2.43,-0.25,1.83,-0.48,-0.902061855670103,0.48
1.0,-0.58,11.13,1.66,3.04,0.07,0.130039011703511,-0.68
0.0,-0.78,1.07,-0.38,-0.24,-0.28,-2.72727272727273,3.7
0.0,0.39,-3.3,-0.75,0.11,-1.04,-5.3,-2.03
0.0,0.05,-0.75,2.53,-1.97,0.875656742556918,-3.24400564174894,1.69
0.0,0.226236103073007,-7.36,-0.12,-0.4,1.11111111111111,1.16618075801749,0.0
0.0,1.0,-1.63,-0.5,-0.16,0.79,2.95389048991354,1.1
0.0,0.157869915189884,-0.08,-0.37,-4.31,-0.07,0.98,0.75
0.0,0.240621545803887,-0.68,0.87,0.62,-0.51,-0.97,0.51
0.0,0.0711772105539721,-3.5,1.36,0.19,0.27,0.489853044086774,-1.56
1.0,0.04,6.39,-0.73,2.97,-1.09,-2.78551532033426,1.11
0.0,-0.71,-5.78,-0.49,-0.34,0.03,1.71919770773639,1.88
0.0,0.55,-4.0125885129819,-0.87,-0.03,1.35,1.61971830985915,0.84
0.0,0.47,-1.80327868852459,0.12,-0.801760729445056,1.12,-2.36,2.39651416122004
0.0,0.86,1.34,-2.24,0.0475435816164818,-0.47,-0.35486160397445,-1.63737280296022
0.0,0.41,2.31,-0.38,-2.06,-0.58,2.99145299145299,-0.61
0.0,0.24,0.97,-1.02,2.51,-2.32,-0.8,0.25
0.0,0.04,-3.75,0.13,3.96,0.63,-2.58019525801953,0.89
1.0,1.2,8.04,1.03,-1.99,-1.11,0.78740157480315,0.112275449101796
0.0,-0.328499195338984,0.61,-0.13,1.95,-0.490539593552908,2.55681818181818,-3.70093457943925
0.0,0.267349876929269,0.69,0.77,-1.18,1.54929577464789,-0.415512465373961,1.74
0.0,1.05,-3.18,4.06091370558376,2.15,-1.63,-0.62586926286509,-0.86
0.0,0.119252339018892,-2.66,-1.82926829268293,-1.13,0.78,-1.4,-0.86
1.0,0.117813131891191,14.22,-0.12,-1.99360827880079,-1.68,0.43,-1.46
0.0,-0.44,-4.99,0.12,-1.11801242236025,-0.43,3.18021201413428,0.13
0.0,0.56,-3.18,1.49,-0.77,5.68,1.36986301369863,1.89
0.0,0.58,0.08,0.24,-1.99,2.54,1.75675675675676,0.92
0.0,0.22,-1.38,0.37,-0.74,0.53,-2.4,-0.15
0.0,0.18,1.86,-0.73,1.29,1.9,-4.21768707482993,1.34
1.0,0.36,0.46,2.57,-1.14,0.32,-0.0710227272727273,4.58
0.0,-0.03,-2.5,-0.24,0.42,-0.77,-1.91897654584222,2.6
1.0,0.4,5.59006211180124,-1.32,0.91,-3.36,-0.434782608695652,-2.63
0.0,-1.11,-4.77941176470588,1.58,0.14,0.6,3.93013100436681,0.51
0.0,0.84,7.8,4.06,1.14,-1.2,-0.490196078431373,-0.73
0.0,0.15,0.36,2.3,-0.98,0.976102322450353,3.72976776917664,0.92
0.0,0.28,-3.64025695931478,-1.68,3.69,-0.733333333333333,0.746268656716418,-1.09
