Y,DCP,VP,FP,COP,GOP,CFP,USP
1.0,2.1,-1.0,-2.66,4.17,-1.45251396648045,-0.628140703517588,-1.58
0.0,-1.45,-1.77339901477833,3.88,-0.108186080057699,2.49,1.26,1.6
1.0,1.35,0.5,3.43,0.649819494584838,-4.04,0.124843945068664,1.40845070422535
0.0,-0.46,-3.84,-0.59,2.04,-1.96,4.61346633416459,-1.33333333333333
0.0,0.45,2.96,2.32004759071981,2.98769771528998,3.46854791299236,-0.357568533969011,1.01
0.0,0.37,-1.26,-1.1046511627907,-3.8,2.21590909090909,3.11004784688995,-1.67
1.0,0.2,-0.66,0.59,-0.815602836879433,-3.5,-0.5,-4.76190476190476
0.0,-1.23,-1.3360739979445,-1.17,0.822309617447265,1.04,-0.815850815850816,1.25
0.0,0.15,-4.0625,0.12,0.0,-0.46,-1.99764982373678,-0.12
1.0,0.86,2.77,0.83,-4.25531914893617,3.44,1.79856115107914,-2.0
0.0,-0.28,-4.07,0.64,-2.03703703703704,-0.39,-0.94,2.1021021021021
1.0,0.54,1.65,-3.9580908032596,-1.13,0.33,-1.30796670630202,-0.0588235294117647
1.0,-1.26,-1.68,1.2,-1.03,-0.61,-0.240963855421687,-0.59
1.0,-0.21,1.82,-3.89221556886228,-2.7,3.85,-1.32850241545894,-2.30905861456483
0.0,-1.89,-1.89,0.25,2.14,-2.84487385936661,1.71,3.03030303030303
0.0,0.7,-2.37175951461666,0.0621504039776259,-3.96578538102644,4.19889502762431,1.56438026474128,7.35294117647059
1.0,0.71,-1.7,2.4223602484472,2.63157894736842,-1.59,0.118483412322275,-0.55
1.0,-0.22,7.64367816091954,-4.61,-0.95,1.83189655172414,-0.71,-1.1
1.0,-0.396388291358851,2.3,-2.29,0.756670649143767,-0.952380952380952,-0.357568533969011,0.89
1.0,-0.472753239985718,5.42797494780793,-2.02,-1.62055335968379,-2.77777777777778,0.478468899521531,-1.88
0.0,-1.12,-2.07920792079208,0.53,0.16,-0.5,0.0,2.08
0.0,0.36,-3.29,-0.59,-0.8,-0.386740331491713,-0.714285714285714,2.43
1.0,0.36,2.51,0.4,-1.66,-2.27,-2.15827338129496,-1.78
1.0,-0.22,-0.71,-0.53,-0.58,-2.1,0.735294117647059,-1.04
0.0,-0.39,-6.57,3.79241516966068,2.07,3.13,-0.72992700729927,4.65116279069767
1.0,1.7,11.5997800989555,-4.5,3.89,-1.57,0.980392156862745,0.0529100529100529
0.0,-1.98,-4.33497536945813,2.95302013422819,0.9,1.26,2.54854368932039,-1.11052353252247
1.0,0.14,2.06,-1.83,0.85,-0.62,-1.77514792899408,-3.52941176470588
0.0,-0.95,-8.63,5.31,-2.84,-0.74,0.120481927710843,2.33
1.0,2.06,1.77,2.02,-0.19723865877712,5.26,-0.48,0.65
1.0,-0.78,4.67,-1.92,1.2,-2.2270505160239,0.97,0.38
0.0,-0.15,-5.13219284603421,3.09,0.5859375,1.55555555555556,0.598802395209581,-0.32
1.0,0.51,8.0327868852459,-1.89,2.8,0.44,1.54761904761905,-3.12
1.0,-1.18,2.58,2.49,-0.57,3.48583877995643,1.75849941383353,1.39
1.0,-0.47,2.42,-1.4,1.67,1.05263157894737,0.576036866359447,-3.18
0.0,-0.58,0.87,0.62,0.37,1.61458333333333,1.26002290950745,0.45
1.0,0.05,5.68,-0.122549019607843,0.0,4.51,2.03619909502262,0.56
1.0,-1.24,8.63,-2.69938650306748,-0.19,-0.2,-0.221729490022173,-3.58
0.0,-0.92,-8.9,0.882723833543506,-0.15,-1.38,3.44444444444444,4.76
0.0,1.29,-8.44,2.125,0.112065745237206,2.54,-3.87,-0.5
1.0,1.14,12.46,-2.51,-2.72388059701493,4.66,-0.335195530726257,3.01
0.0,-2.5,-2.75,-1.82,0.08,-4.64,1.90582959641256,-0.54
0.0,0.29,-7.06,2.30179028132992,2.61,1.22,-2.09020902090209,5.22
1.0,3.1,5.74,-0.375,0.22,2.45310245310245,0.0,-1.91
1.0,-1.03,3.94,-0.69,2.39,2.06572769953052,-3.70786516853933,-0.421496311907271
0.0,-0.97,-7.54,2.27,-1.46,0.87,4.55075845974329,-1.11111111111111
0.0,1.71,-6.61,1.85,2.51,-5.24,3.57142857142857,1.23
1.0,1.86,-0.83,0.91,0.47,-0.1,-0.107758620689655,1.74
0.0,-0.53,-3.59562272016675,-0.36,-1.11,1.25,-1.51,0.94
0.0,0.44,-4.3,0.84,0.94,4.52,0.66,4.12
1.0,0.62,8.70056497175141,0.06,-4.4196909809558,2.46,4.02611534276387,-1.19
1.0,-1.19365444872444,4.21,5.08,-1.09022556390977,0.98,2.30125523012552,-0.7
0.0,-1.21012757221761,-2.34,3.47,2.13,-0.22,-1.32924335378323,2.07
0.0,0.52,-6.89,-0.6,-0.37,2.12,1.96891191709845,2.66535044422507
1.0,0.57,3.67526055951728,-1.88,-0.86,-1.08,-0.813008130081301,-0.0480769230769231
1.0,-1.09,7.46031746031746,-0.85,0.04,1.75,-4.50819672131148,-2.26
1.0,-1.21,0.39,0.8,3.05,-3.78,-0.429184549356223,1.33
1.0,-0.59,1.08,-0.79,-1.24,-2.14,1.72413793103448,-0.15
0.0,-0.11,-3.06,0.34,-2.04,-0.683371298405467,4.97881355932203,-0.1
1.0,0.14,16.97,-1.93,1.4,2.61467889908257,0.61,1.7
1.0,-2.17,2.23,-2.25,-0.97,-1.12,-2.10631895687061,0.14
0.0,-0.23,-5.36,0.18,2.22,-3.53,3.07377049180328,3.78
1.0,1.12470891344201,6.86,-1.18,-2.46595509753404,2.01,-1.0934393638171,-2.07
1.0,-1.75730850890087,-2.69,-1.19,0.641509433962264,-4.59,-0.100502512562814,-1.27
0.0,-0.36,0.89,1.45,0.71,-4.57,-1.00603621730382,1.14
1.0,0.581146170827568,3.08,0.18,3.72,2.12,1.6260162601626,-6.73575129533679
0.0,-1.32850892653493,-1.23,-0.83,0.143575017946877,-2.96,4.3,1.26262626262626
1.0,1.06,3.6,-1.2,0.896057347670251,-2.24032586558045,2.01342281879195,-0.65
1.0,-1.19477505560055,3.76,-3.58,3.23,4.27083333333333,2.44360902255639,-0.100401606425703
0.0,-0.300858694279581,-5.08,2.96,0.93,-1.75,-0.55045871559633,-0.753768844221106
0.0,2.25,-1.62,3.42,1.74,1.78,-1.19926199261993,1.67
1.0,0.19,7.51,-2.6,0.9,-1.4,-1.77404295051354,-1.54
1.0,-1.49,5.45,-4.55,-2.89,3.75,-1.61596958174905,1.21
1.0,-1.36,-0.91,-1.34,-1.37,-0.1,0.483091787439614,-0.8
0.0,-1.89,-0.92,2.13,-0.38,0.195503421309873,0.0961538461538462,0.45
1.0,0.3,3.19,1.26,1.91,0.24390243902439,0.864553314121037,-1.45
1.0,-1.67,2.08,-1.87,-1.54,-1.36,-0.19047619047619,-0.87
0.0,-0.07,-7.49,0.13,-1.7,-2.31869758263444,-0.381679389312977,0.26
1.0,1.64,-3.38531761125903,1.45846544071021,2.05,-4.09090909090909,-0.957854406130268,1.84
1.0,-0.29,6.73228346456693,-3.0,0.21,1.0,-0.967117988394584,-0.85
1.0,-1.44,8.52,-1.41752577319588,-4.11,-3.65,1.07421875,-2.38
0.0,-0.6,-7.85,2.54901960784314,1.73,-1.79,2.71,1.19
1.0,3.58399862175137,4.21,-3.44,2.51,1.65,1.22295390404516,-0.21
1.0,-1.1,6.97,-0.26,2.17,5.91,1.30111524163569,0.57
1.0,-1.92789140583726,12.8391793514229,-7.41,0.41,-1.74002047082907,0.91743119266055,-2.4
1.0,-3.10671948056802,-0.733137829912023,-5.79,0.0,-2.29166666666667,0.909090909090909,-0.31
1.0,-0.135814375673682,-2.69,-4.32,0.13,-2.24,-1.1,-3.42
1.0,-1.33,6.34,1.50674068199841,-3.09,-4.85,2.36794171220401,-1.96
1.0,-0.52,4.62,-2.3,3.33,0.0,-4.27046263345196,-3.22
0.0,-1.92,-3.27,0.16,-0.47,-3.32,2.23048327137546,2.01
1.0,0.82,-0.93,2.32,-1.99,1.6,0.363636363636364,-4.05
1.0,-1.56,8.68,-3.28,1.38,-1.4002333722287,-0.181159420289855,-5.92
1.0,-4.64,9.69,-0.97,0.067842605156038,-4.79289940828402,-1.63339382940109,-4.74
1.0,-2.93,7.28,-1.38549307253464,1.15254237288136,-11.0,-1.93726937269373,-1.57
0.0,-1.06,-11.26,4.46280991735537,2.92,2.86,-2.53998118532455,3.65448504983389
1.0,6.35,-1.48,-0.63,0.2,-1.7,-1.83397683397683,4.16666666666667
0.0,-0.06,-9.57,0.318471337579618,-0.42,-3.94,2.16,-1.53846153846154
0.0,0.95,-11.77,4.20634920634921,-0.75,6.04,-0.58,7.1875
1.0,5.41,1.88,0.533130236100533,0.43,3.05084745762712,0.77,-3.2069970845481
0.0,-0.37,0.34,2.04545454545455,-0.23,0.789473684210526,-0.96,0.301204819277108
1.0,0.65,15.36,-3.12,1.18,1.17493472584856,-2.42483026188167,1.74
1.0,-2.63,11.75,-4.6,-1.1,1.35483870967742,1.68986083499006,-6.55
1.0,-2.27,9.18,-5.54,-2.39,-7.57,-0.293255131964809,-4.04
0.0,-3.24,-6.77,3.4,-0.47,5.03,-0.490196078431373,0.59
0.0,2.87,-7.85,0.99,0.07,0.13,1.38,-4.45026178010471
0.0,2.2,-6.2,-2.93,-0.54,-0.65,0.58,6.50684931506849
0.0,3.03,-2.75,-0.67,-0.44,5.47132498352011,-0.676328502415459,0.58
1.0,0.38,4.87,-1.69,-1.29,-1.125,-0.778210116731518,-0.96
1.0,-0.65,-3.32,-1.72,1.38,0.505689001264223,-1.37254901960784,-2.97
0.0,-2.38,-9.66,-0.79,2.25,-2.5,-2.48508946322068,-4.79
0.0,3.08,-9.05,2.29,-1.03,3.2258064516129,0.101936799184506,3.35
1.0,0.86,-2.11,-1.89,-0.84,-1.75,3.36048879837067,-1.49
0.0,-0.45,-0.69,6.5,0.51,-3.44,-0.689655172413793,0.48
1.0,2.42,3.43,-1.81,-0.0675219446320054,-1.65,1.28968253968254,1.09289617486339
0.0,-1.32,-4.6,0.755667506297229,-4.12162162162162,-1.34,-0.685602350636631,1.48648648648649
0.0,0.96,-1.7,1.41666666666667,-1.62,3.46,-0.8,-3.46205059920107
1.0,1.08,5.66,-3.2,0.93,-2.88713910761155,-0.298210735586481,-4.1
0.0,-2.0,1.94,2.55,0.07097232079489,3.17567567567568,-0.299102691924227,0.719424460431655
1.0,0.52,0.74,-1.57,-4.07801418439716,3.14,-0.2,-0.357142857142857
1.0,-1.06,10.66,-2.19,0.89,-0.83,-0.100200400801603,-3.66
1.0,-1.48,1.05,0.0,-1.58,2.75,-0.902708124373119,-0.07
1.0,-0.27,-3.06,1.2,-0.19,0.12,0.607287449392713,2.23
1.0,-0.0863799865989927,22.46,-7.05,1.53,2.12,-1.40845070422535,-5.68
0.0,-4.10284527038726,-6.33,1.01,-0.33,-3.71724558196222,0.408163265306122,1.39
1.0,1.41,3.79,-3.26,-0.66,3.8,0.304878048780488,-3.66
0.0,-1.67855175950016,-6.51,-4.58372310570627,-3.01,1.15853658536585,-1.1144883485309,3.16
0.0,1.7,0.33,5.9,-1.42,2.29,-0.819672131147541,1.84
0.0,1.0938389975318,-3.76,0.9,-1.51,-2.65,0.206611570247934,1.43
1.0,0.98,-0.77,2.38532110091743,1.58,0.97,-0.927835051546392,1.48
1.0,-0.25,7.72766446423442,-2.42,0.62,5.1,-2.08,-2.19
1.0,-2.35,-4.48,-2.2,-0.15420200462606,0.11,-0.106269925611052,-0.67
0.0,-0.8,2.57,0.38,-2.74131274131274,-0.51,0.851063829787234,-1.42964635063958
1.0,0.81,3.46,-2.06,0.4,-2.18,1.47679324894515,-2.82442748091603
1.0,-2.06,-1.29,-2.01,0.87,-0.29,1.2,-5.42
1.0,-0.43,8.34,-3.8,4.7,2.41,-0.718685831622177,-1.16279069767442
0.0,-2.82,-4.11,-1.01,-1.09,2.29,0.62,0.92436974789916
1.0,0.55,1.8,-1.13,2.12,-2.52,1.44,-9.08
1.0,-1.43,2.12,-3.31,-2.34,4.2,0.2,5.31135531135531
0.0,-2.4,-7.87,6.75,1.56,-1.93,-0.4,2.8695652173913
0.0,2.07,-7.31315296008572,1.4,-2.43,-10.5233539673607,0.2,2.96
1.0,1.98,6.84971098265896,-4.75,1.11068556108771,-5.09433962264151,-1.42,-1.07
1.0,-3.7,7.36,1.76531671858775,1.85606060606061,3.05,-0.41,-3.65
0.0,-1.42,-6.0,-6.53061224489796,1.3,-0.26,-0.83,5.25
1.0,1.65,5.76,-5.46,0.220264317180617,0.71,-0.104058272632674,-1.96
1.0,-2.44635676975687,8.06,-1.84757505773672,-2.08791208791209,-1.98,-1.14583333333333,-3.67
0.0,-1.40215716486903,-3.8,-8.82352941176471,2.1,-3.46,0.21,0.78
1.0,1.06,2.71,-7.74,-1.32,-2.44,-1.57728706624606,-4.39
0.0,-2.87,-10.87,6.29370629370629,1.23,-2.21914008321775,-0.961538461538462,3.33
0.0,3.4,-4.92676431424767,9.47368421052632,1.8,2.5531914893617,0.107874865156419,3.13
0.0,4.2,0.952380952380952,-4.69,-1.26126126126126,0.55,1.29310344827586,-1.1
0.0,0.345337560778009,-5.6,11.85,1.8978102189781,-2.41,0.425531914893617,5.80204778156997
1.0,4.80209206083225,5.82010582010582,-6.88,1.86,0.0704721634954193,0.423728813559322,-1.45161290322581
0.0,-2.66,-5.27777777777778,2.78,5.83684950773558,2.3943661971831,0.949367088607595,-0.9
0.0,2.97,-1.67155425219941,-2.71,0.0,-1.44,-0.313479623824451,5.95
0.0,0.572323517469402,-1.25,15.62,1.12956810631229,-0.7,-0.10482180293501,0.08
1.0,2.5934826492358,2.96,-1.57068062827225,0.39,4.5,0.524658971668416,-3.12
0.0,-1.03,-2.61073628630097,-2.4468085106383,-0.850785340314136,-1.81573638197714,0.104384133611691,3.54
1.0,0.52,2.5,-3.38,4.78547854785479,1.23287671232877,-0.312825860271116,-1.63
0.0,-2.08,-11.8424919188951,-1.58,0.69,2.57,1.56903765690377,-2.1310181531176
1.0,1.52,7.56666666666667,-4.24,1.63,-0.53,0.0,-3.14516129032258
0.0,-0.89,-3.22,0.84,0.71,3.05,-0.21,6.0
1.0,0.7,-0.29,0.48,-4.13,-3.02,-1.44,0.94
0.0,-0.36,-5.90879897238279,-0.35,-0.541919030921262,2.99,-1.26,-0.08
0.0,1.44,6.58703071672355,5.57532621589561,2.08333333333333,3.09278350515464,-0.106044538706257,-0.47
0.0,1.89,-1.6,5.0561797752809,3.86,2.375,0.4,4.3
1.0,1.07,2.25,-5.88235294117647,-2.96251511487304,0.732600732600733,-0.4,-0.68
1.0,-2.11,-6.4,-0.681818181818182,-3.17757009345794,-1.57575757575758,0.106157112526539,-2.04
1.0,-0.57,6.42638558313499,-2.74599542334096,-1.67,-2.34,1.80275715800636,-4.78
0.0,-2.09,-2.30031948881789,1.52941176470588,4.68,0.0,1.77083333333333,-0.49
0.0,0.323605237499925,2.16,-1.27,-0.97,-3.28,-0.716479017400205,-1.71
0.0,0.148938707369425,-8.23,3.28638497652582,1.83,0.72,-3.4020618556701,3.89
0.0,1.71,-7.05,-1.70454545454545,0.34,3.5,-1.49,2.87
1.0,0.43,3.79,1.73410404624277,2.56410256410256,-0.94,0.108342361863489,-1.39
1.0,-1.08,-0.9,-2.84090909090909,1.3855421686747,-3.09,-0.108225108225108,-1.34
0.0,-0.14,-7.62,4.44,0.74,1.95,-0.43,0.16
0.0,1.75,-8.53,14.33,2.06,-4.28,0.87,3.74
0.0,2.11,3.93,6.56,-5.09,-1.34,0.75512405609493,1.69
1.0,0.506085289454436,7.89,-0.55,-1.83,-1.83,0.535331905781585,4.52
0.0,-1.95470879381653,4.93,1.94,3.19,0.07,-0.106496272630458,2.37923576063446
1.0,2.94,0.91743119266055,3.17,-2.97,1.03,0.213219616204691,1.97183098591549
1.0,-0.4,-0.145454545454545,0.62,1.18,-0.14,-0.106382978723404,0.69
1.0,-0.38,3.17,-13.01,2.94,4.16,1.38445154419595,-2.54
1.0,-1.35,2.08,1.91,0.65,0.46,-1.05042016806723,-0.56
1.0,-0.06,4.08022130013831,-1.28,-1.0,-0.52,0.4,-3.18
0.0,-1.31,-4.0531561461794,-1.4,-2.24,1.51,-0.211416490486258,0.87719298245614
1.0,0.26,6.58,-4.35,2.5,-1.55,0.105932203389831,-3.11594202898551
0.0,-1.99,-6.56,1.8,1.04,-3.22,0.529100529100529,1.87
0.0,1.19,-3.48,0.62,0.68,2.51,-0.631578947368421,-2.13
1.0,0.17,-1.69,1.76,2.81,4.17,1.16525423728814,1.13
1.0,-0.590745988539016,3.26,-1.52284263959391,-1.82,1.58730158730159,0.31413612565445,-2.81899109792285
0.0,-1.22610793591305,-6.88,2.47422680412371,2.78,1.8125,0.626304801670146,1.14503816793893
1.0,2.29661679142394,1.6,-0.6,0.93,-2.39410681399632,0.311203319502075,0.377358490566038
1.0,-1.06648584741637,6.11,-1.72,1.65,-0.6,-0.93071354705274,-2.55639097744361
1.0,-1.03,6.79,0.72,1.21012101210121,-2.91139240506329,0.0,0.15
0.0,-0.977229545360379,-13.2737504137703,-1.53,0.434782608695652,3.06,-0.104384133611691,0.85
1.0,1.53607976281561,1.10687022900763,-0.311526479750779,0.54,-2.28,-0.731452455590387,-0.99
1.0,-0.53,3.32,1.97916666666667,-1.0,3.43,-1.36842105263158,0.15
1.0,-0.18,7.96,-2.15,-3.29,-1.44,0.43,0.08
0.0,-1.53,0.24,0.208768267223382,2.53,-2.22222222222222,-1.80658873538789,0.62
0.0,0.35,-3.38,-3.1,-1.15,0.0649350649350649,-0.108225108225108,0.38
0.0,0.11,-11.29,6.88172043010753,4.54797559622851,1.75,0.43,4.04
1.0,3.19,-2.8,-2.62,-1.3,1.08,-0.107874865156419,-0.15
0.0,-0.07,0.93,4.03,-1.6,-1.01,-0.647948164146868,1.61
1.0,2.0,0.88,0.6,-1.9672131147541,-1.98,0.760869565217391,-0.07
1.0,-0.38,1.59,-1.18,2.81,1.63,0.75512405609493,-6.21
0.0,-1.66,-5.01,2.2,-0.54,-1.41,1.17773019271949,5.54699537750385
0.0,2.1,0.29,2.63929618768328,0.844916871082039,1.62,-0.105820105820106,7.3
0.0,0.1,2.38486842105263,0.761904761904762,2.10810810810811,-1.02171136653895,1.3771186440678,4.42176870748299
0.0,0.01,-1.32530120481928,-0.47,-1.35,-3.16129032258065,-0.21,7.69
1.0,0.64,3.83,-2.18423551756885,-1.48,0.93,0.0,2.6
1.0,-1.35,-1.96,1.2621359223301,3.02,4.88,-0.523560209424084,1.77
1.0,-0.29,2.75889644142343,-2.59,-4.81,-1.45,-0.210526315789474,-0.46
1.0,-1.28,7.35408560311284,-0.2,-1.75,0.06,-2.9535864978903,-1.75
1.0,-1.67514097317492,5.15,-3.94,-1.27,2.36,1.19565217391304,-3.2
0.0,-1.47070319440003,-5.1,2.77,-9.33,4.43,-1.39634801288937,-2.26
1.0,0.61,14.46,-2.6,-5.65,2.63,0.217864923747277,-2.82
1.0,-2.85,10.09,-2.87,-4.25,-4.48,0.652173913043478,-2.45
0.0,-1.74,-7.96,1.06,-5.94,2.01,0.9,0.07
0.0,1.24,-2.1,-1.88,6.5,-1.61,-1.49892933618844,-1.58
1.0,0.27,0.19,-4.05,-2.41,0.55,-0.434782608695652,-1.61
0.0,-2.04,-0.48,1.11,2.36,-0.72,-0.327510917030568,-2.18
0.0,1.37,-0.48,0.987925356750823,6.08,-0.911854103343465,0.0,-0.84
1.0,0.7,5.61,-2.06521739130435,-0.69,4.5398773006135,0.22,-8.29
1.0,-1.19,0.85,0.89,2.92,-3.29,-0.44,-6.59
1.0,-0.35,0.94,-1.1,-4.06,0.67,3.73,0.49
1.0,-0.699796372780576,1.98,-2.11345939933259,-4.1,-0.72,0.952380952380952,-0.82
0.0,-0.820627293708146,-0.06,1.70454545454545,1.44,-2.31,0.10482180293501,0.08
1.0,0.71,-0.91,-1.12,-1.21,2.42,-0.31413612565445,2.96
1.0,-0.97,1.93,-1.13,-2.31,-4.73300970873786,0.210084033613445,-1.84
1.0,-1.08,-1.83512962423536,-3.54,0.143061516452074,4.01273885350318,1.7,-1.22
0.0,-0.11,-3.20474777448071,2.96,3.03571428571429,-3.0,-0.309278350515464,1.98
0.0,2.05074407699742,-4.63,2.76,-4.82,0.51,-0.103412616339193,2.58481421647819
1.0,1.6734523568683,0.64,-1.23,2.48,1.32,-1.34575569358178,-1.96850393700787
1.0,-0.504281104070935,-0.48,-1.93,1.74,-0.12,0.42,-3.53
0.0,-1.07041971852111,-2.92,-2.43,2.31,-1.30353817504655,0.0,3.0
1.0,1.3,5.72,-1.78,-0.38,0.0,0.940438871473354,-2.1
0.0,-1.99,-0.75,-2.53,4.69,-1.0062893081761,-1.34575569358178,-0.908340214698596
1.0,0.652308913955288,-3.81,3.09,1.05,0.25,0.524658971668416,-1.58333333333333
0.0,-0.309880523421202,-2.95,-0.12,-3.11,2.15,-0.4,-1.61
1.0,0.08,2.7,-3.0,-10.9,-2.23,0.10482180293501,0.688468158347676
1.0,-0.67,4.6,-4.09,-0.04,-0.82,-0.104712041884817,0.0
0.0,-1.7,-4.56,0.26,-1.43,-0.45,-0.8,0.512820512820513
